U,d,h,j,Isp,nu_t,T,m_a
3.950000000000000000e+02,4.538711166019920284e+01,1.041630115569649284e+01,1.421472422640817079e-01,1.795004365564271893e+03,3.017444736476093126e-01,2.399014340436660220e+01,1.362380213403913798e+00
3.960000000000000000e+02,4.544452738417993487e+01,1.042748713839801766e+01,1.416632245867622264e-01,1.797275086732189266e+03,3.032163359593257335e-01,2.407670599055843041e+01,1.365568555254586647e+00
3.970000000000000000e+02,4.550187065921102914e+01,1.043865900627800691e+01,1.411820118995671114e-01,1.799542942633379653e+03,3.046917006458990662e-01,2.416336634849390919e+01,1.368756568533790130e+00
3.980000000000000000e+02,4.555914175885734352e+01,1.044981681263356066e+01,1.407035811946331649e-01,1.801807944086996258e+03,3.061705674314979531e-01,2.425012435495697716e+01,1.371944254482199144e+00
3.990000000000000000e+02,4.561634095496643937e+01,1.046096061042721459e+01,1.402279097083086457e-01,1.804070101844274632e+03,3.076529360413314262e-01,2.433697988719627148e+01,1.375131614332701258e+00
4.000000000000000000e+02,4.567346851768363791e+01,1.047209045228986035e+01,1.397549749179730072e-01,1.806329426589130435e+03,3.091388062016423577e-01,2.442393282292217549e+01,1.378318649310462662e+00
4.010000000000000000e+02,4.573052471546688480e+01,1.048320639052365166e+01,1.392847545389049035e-01,1.808585928938744473e+03,3.106281776397004091e-01,2.451098304030393749e+01,1.381505360632997448e+00
4.020000000000000000e+02,4.578750981510151519e+01,1.049430847710487313e+01,1.388172265211983780e-01,1.810839619444147957e+03,3.121210500837967028e-01,2.459813041796684274e+01,1.384691749510234660e+00
4.030000000000000000e+02,4.584442408171474881e+01,1.050539676368677355e+01,1.383523690467270417e-01,1.813090508590795707e+03,3.136174232632359948e-01,2.468537483498931806e+01,1.387877817144582249e+00
4.040000000000000000e+02,4.590126777879012820e+01,1.051647130160236721e+01,1.378901605261541319e-01,1.815338606799137779e+03,3.151172969083319564e-01,2.477271617090018196e+01,1.391063564730994795e+00
4.050000000000000000e+02,4.595804116818172957e+01,1.052753214186721387e+01,1.374305795959885890e-01,1.817583924425180612e+03,3.166206707504001239e-01,2.486015430567581674e+01,1.394248993457036345e+00
4.060000000000000000e+02,4.601474451012823152e+01,1.053857933518215262e+01,1.369736051156859036e-01,1.819826471761042512e+03,3.181275445217511821e-01,2.494768911973740089e+01,1.397434104502945029e+00
4.070000000000000000e+02,4.607137806326684881e+01,1.054961293193601435e+01,1.365192161647931224e-01,1.822066259035507528e+03,3.196379179556860239e-01,2.503532049394818415e+01,1.400618899041695675e+00
4.080000000000000000e+02,4.612794208464708134e+01,1.056063298220831115e+01,1.360673920401369863e-01,1.824303296414566148e+03,3.211517907864888111e-01,2.512304830961077684e+01,1.403803378239062871e+00
4.090000000000000000e+02,4.618443682974433528e+01,1.057163953577187954e+01,1.356181122530548955e-01,1.826537594001956904e+03,3.226691627494215342e-01,2.521087244846444619e+01,1.406987543253682249e+00
4.100000000000000000e+02,4.624086255247337363e+01,1.058263264209550414e+01,1.351713565266676464e-01,1.828769161839695698e+03,3.241900335807171851e-01,2.529879279268242342e+01,1.410171395237111103e+00
4.110000000000000000e+02,4.629721950520164597e+01,1.059361235034651649e+01,1.347271047931929144e-01,1.830998009908603763e+03,3.257144030175745386e-01,2.538680922486929958e+01,1.413354935333890117e+00
4.120000000000000000e+02,4.635350793876245490e+01,1.060457870939336011e+01,1.342853371912993976e-01,1.833224148128828801e+03,3.272422707981523238e-01,2.547492162805837879e+01,1.416538164681602430e+00
4.130000000000000000e+02,4.640972810246795177e+01,1.061553176780811825e+01,1.338460340635010126e-01,1.835447586360361129e+03,3.287736366615630068e-01,2.556312988570905631e+01,1.419721084410930922e+00
4.140000000000000000e+02,4.646588024412206153e+01,1.062647157386903629e+01,1.334091759535890598e-01,1.837668334403539802e+03,3.303085003478670179e-01,2.565143388170426419e+01,1.422903695645719502e+00
4.150000000000000000e+02,4.652196461003320849e+01,1.063739817556300160e+01,1.329747436041035236e-01,1.839886401999559212e+03,3.318468615980672554e-01,2.573983350034791684e+01,1.426085999503030166e+00
4.160000000000000000e+02,4.657798144502692139e+01,1.064831162058799308e+01,1.325427179538418432e-01,1.842101798830968164e+03,3.333887201541035905e-01,2.582832862636234950e+01,1.429267997093198517e+00
4.170000000000000000e+02,4.663393099245828921e+01,1.065921195635551832e+01,1.321130801354045425e-01,1.844314534522160784e+03,3.349340757588466500e-01,2.591691914488581006e+01,1.432449689519892155e+00
4.180000000000000000e+02,4.668981349422431748e+01,1.067009922999300642e+01,1.316858114727773588e-01,1.846524618639864684e+03,3.364829281560923202e-01,2.600560494146996504e+01,1.435631077880165307e+00
4.190000000000000000e+02,4.674562919077612122e+01,1.068097348834619886e+01,1.312608934789488979e-01,1.848732060693626636e+03,3.380352770905571402e-01,2.609438590207744824e+01,1.438812163264515664e+00
4.200000000000000000e+02,4.680137832113098995e+01,1.069183477798148907e+01,1.308383078535637067e-01,1.850936870136285052e+03,3.395911223078712515e-01,2.618326191307935247e+01,1.441992946756937011e+00
4.210000000000000000e+02,4.685706112288434610e+01,1.070268314518825825e+01,1.304180364806095949e-01,1.853139056364446787e+03,3.411504635545748454e-01,2.627223286125287771e+01,1.445173429434976287e+00
4.220000000000000000e+02,4.691267783222153298e+01,1.071351863598116871e+01,1.300000614261392906e-01,1.855338628718951213e+03,3.427133005781107800e-01,2.636129863377883353e+01,1.448353612369784216e+00
4.230000000000000000e+02,4.696822868392951023e+01,1.072434129610244291e+01,1.295843649360250982e-01,1.857535596485332917e+03,3.442796331268200838e-01,2.645045911823926943e+01,1.451533496626168818e+00
4.240000000000000000e+02,4.702371391140844992e+01,1.073515117102412653e+01,1.291709294337461122e-01,1.859729968894281910e+03,3.458494609499379036e-01,2.653971420261518688e+01,1.454713083262651363e+00
4.250000000000000000e+02,4.707913374668312656e+01,1.074594830595030004e+01,1.287597375182088499e-01,1.861921755122091554e+03,3.474227837975856770e-01,2.662906377528403823e+01,1.457892373331512559e+00
4.260000000000000000e+02,4.713448842041427866e+01,1.075673274581929917e+01,1.283507719615980258e-01,1.864110964291111031e+03,3.489996014207685238e-01,2.671850772501753113e+01,1.461071367878848948e+00
4.270000000000000000e+02,4.718977816190978558e+01,1.076750453530588736e+01,1.279440157072596895e-01,1.866297605470182816e+03,3.505799135713674741e-01,2.680804594097920202e+01,1.464250067944620204e+00
4.280000000000000000e+02,4.724500319913574486e+01,1.077826371882341938e+01,1.275394518676145339e-01,1.868481687675088097e+03,3.521637200021370817e-01,2.689767831272221343e+01,1.467428474562701091e+00
4.290000000000000000e+02,4.730016375872747858e+01,1.078901034052598007e+01,1.271370637221011235e-01,1.870663219868971964e+03,3.537510204666977076e-01,2.698740473018701636e+01,1.470606588760932310e+00
4.300000000000000000e+02,4.735526006600033355e+01,1.079974444431049285e+01,1.267368347151494046e-01,1.872842210962779745e+03,3.553418147195324117e-01,2.707722508369910841e+01,1.473784411561166241e+00
4.310000000000000000e+02,4.741029234496045319e+01,1.081046607381881230e+01,1.263387484541829142e-01,1.875018669815678777e+03,3.569361025159811240e-01,2.716713926396680279e+01,1.476961943979318681e+00
4.320000000000000000e+02,4.746526081831538590e+01,1.082117527243980248e+01,1.259427887076493835e-01,1.877192605235478140e+03,3.585338836122356487e-01,2.725714716207900778e+01,1.480139187025416581e+00
4.330000000000000000e+02,4.752016570748459401e+01,1.083187208331136731e+01,1.255489394030804839e-01,1.879364025979045891e+03,3.601351577653347236e-01,2.734724866950298505e+01,1.483316141703643121e+00
4.340000000000000000e+02,4.757500723260990583e+01,1.084255654932250579e+01,1.251571846251778308e-01,1.881532940752718105e+03,3.617399247331593570e-01,2.743744367808223217e+01,1.486492809012390337e+00
4.350000000000000000e+02,4.762978561256574039e+01,1.085322871311528736e+01,1.247675086139280187e-01,1.883699358212710194e+03,3.633481842744280543e-01,2.752773208003425154e+01,1.489669189944299088e+00
4.360000000000000000e+02,4.768450106496936058e+01,1.086388861708686093e+01,1.243798957627426649e-01,1.885863286965516181e+03,3.649599361486914328e-01,2.761811376794842943e+01,1.492845285486310791e+00
4.370000000000000000e+02,4.773915380619092730e+01,1.087453630339140886e+01,1.239943306166262915e-01,1.888024735568309552e+03,3.665751801163280033e-01,2.770858863478390077e+01,1.496021096619710056e+00
4.380000000000000000e+02,4.779374405136348969e+01,1.088517181394209388e+01,1.236107978703692711e-01,1.890183712529337527e+03,3.681939159385392846e-01,2.779915657386742112e+01,1.499196624320171534e+00
4.390000000000000000e+02,4.784827201439287592e+01,1.089579519041298639e+01,1.232292823667665432e-01,1.892340226308312367e+03,3.698161433773453632e-01,2.788981747889130247e+01,1.502371869557803885e+00
4.400000000000000000e+02,4.790273790796745601e+01,1.090640647424096343e+01,1.228497690948616161e-01,1.894494285316796095e+03,3.714418621955790645e-01,2.798057124391126038e+01,1.505546833297194409e+00
4.410000000000000000e+02,4.795714194356781945e+01,1.091700570662760050e+01,1.224722431882149659e-01,1.896645897918587025e+03,3.730710721568830102e-01,2.807141776334441019e+01,1.508721516497452120e+00
4.420000000000000000e+02,4.801148433147637462e+01,1.092759292854103848e+01,1.220966899231966940e-01,1.898795072430094251e+03,3.747037730257038457e-01,2.816235693196720291e+01,1.511895920112253267e+00
4.430000000000000000e+02,4.806576528078681321e+01,1.093816818071782393e+01,1.217230947173035260e-01,1.900941817120716451e+03,3.763399645672884097e-01,2.825338864491339308e+01,1.515070045089882633e+00
4.440000000000000000e+02,4.811998499941350360e+01,1.094873150366474412e+01,1.213514431274988203e-01,1.903086140213210683e+03,3.779796465476784051e-01,2.834451279767198528e+01,1.518243892373275505e+00
4.450000000000000000e+02,4.817414369410077768e+01,1.095928293766063533e+01,1.209817208485759465e-01,1.905228049884061193e+03,3.796228187337067350e-01,2.843572928608528727e+01,1.521417462900061857e+00
4.460000000000000000e+02,4.822824157043214655e+01,1.096982252275817693e+01,1.206139137115442295e-01,1.907367554263840930e+03,3.812694808929921741e-01,2.852703800634688491e+01,1.524590757602607427e+00
4.470000000000000000e+02,4.828227883283937416e+01,1.098035029878566249e+01,1.202480076820376803e-01,1.909504661437575578e+03,3.829196327939363154e-01,2.861843885499970241e+01,1.527763777408053691e+00
4.480000000000000000e+02,4.833625568461151545e+01,1.099086630534875297e+01,1.198839888587453495e-01,1.911639379445096893e+03,3.845732742057180187e-01,2.870993172893401635e+01,1.530936523238359825e+00
4.490000000000000000e+02,4.839017232790381939e+01,1.100137058183221939e+01,1.195218434718636064e-01,1.913771716281395811e+03,3.862304048982888593e-01,2.880151652538552298e+01,1.534108996010343118e+00
4.500000000000000000e+02,4.844402896374658241e+01,1.101186316740166404e+01,1.191615578815694715e-01,1.915901679896973064e+03,3.878910246423700747e-01,2.889319314193342692e+01,1.537281196635718494e+00
4.510000000000000000e+02,4.849782579205388799e+01,1.102234410100522410e+01,1.188031185765152792e-01,1.918029278198184784e+03,3.895551332094475128e-01,2.898496147649854393e+01,1.540453126021139374e+00
4.520000000000000000e+02,4.855156301163225407e+01,1.103281342137525733e+01,1.184465121723437958e-01,1.920154519047582426e+03,3.912227303717671356e-01,2.907682142734138253e+01,1.543624785068236749e+00
4.530000000000000000e+02,4.860524082018920211e+01,1.104327116703000655e+01,1.180917254102238079e-01,1.922277410264256787e+03,3.928938159023314669e-01,2.916877289306024323e+01,1.546796174673654933e+00
4.540000000000000000e+02,4.865885941434176942e+01,1.105371737627526585e+01,1.177387451554053888e-01,1.924397959624168379e+03,3.945683895748948733e-01,2.926081577258941735e+01,1.549967295729095529e+00
4.550000000000000000e+02,4.871241898962487227e+01,1.106415208720600063e+01,1.173875583957955382e-01,1.926516174860482806e+03,3.962464511639595122e-01,2.935294996519725430e+01,1.553138149121349842e+00
4.560000000000000000e+02,4.876591974049967604e+01,1.107457533770798896e+01,1.170381522405521818e-01,1.928632063663899316e+03,3.979280004447720009e-01,2.944517537048442790e+01,1.556308735732342186e+00
4.570000000000000000e+02,4.881936186036176650e+01,1.108498716545940255e+01,1.166905139186985157e-01,1.930745633682975722e+03,3.996130371933176995e-01,2.953749188838198236e+01,1.559479056439161182e+00
4.580000000000000000e+02,4.887274554154938500e+01,1.109538760793242318e+01,1.163446307777546013e-01,1.932856892524451951e+03,4.013015611863188781e-01,2.962989941914968739e+01,1.562649112114103955e+00
4.590000000000000000e+02,4.892607097535142202e+01,1.110577670239478820e+01,1.160004902823892903e-01,1.934965847753567914e+03,4.029935722012280563e-01,2.972239786337405221e+01,1.565818903624704772e+00
4.600000000000000000e+02,4.897933835201547481e+01,1.111615448591136790e+01,1.156580800130885406e-01,1.937072506894382741e+03,4.046890700162268373e-01,2.981498712196672329e+01,1.568988431833777897e+00
4.610000000000000000e+02,4.903254786075575566e+01,1.112652099534570382e+01,1.153173876648428131e-01,1.939176877430084687e+03,4.063880544102196901e-01,2.990766709616260854e+01,1.572157697599450232e+00
4.620000000000000000e+02,4.908569968976090081e+01,1.113687626736152758e+01,1.149784010458517747e-01,1.941278966803302637e+03,4.080905251628307862e-01,3.000043768751813644e+01,1.575326701775197513e+00
4.630000000000000000e+02,4.913879402620177217e+01,1.114722033842428850e+01,1.146411080762461260e-01,1.943378782416413969e+03,4.097964820544006126e-01,3.009329879790955431e+01,1.578495445209878945e+00
4.640000000000000000e+02,4.919183105623913121e+01,1.115755324480263866e+01,1.143054967868269850e-01,1.945476331631846733e+03,4.115059248659814206e-01,3.018625032953116261e+01,1.581663928747774062e+00
4.650000000000000000e+02,4.924481096503124888e+01,1.116787502256992681e+01,1.139715553178215907e-01,1.947571621772383423e+03,4.132188533793338947e-01,3.027929218489363095e+01,1.584832153228614926e+00
4.660000000000000000e+02,4.929773393674147286e+01,1.117818570760565855e+01,1.136392719176560068e-01,1.949664660121457018e+03,4.149352673769230448e-01,3.037242426682227858e+01,1.588000119487621875e+00
4.670000000000000000e+02,4.935060015454565274e+01,1.118848533559695646e+01,1.133086349417438965e-01,1.951755453923447249e+03,4.166551666419142097e-01,3.046564647845536911e+01,1.591167828355536162e+00
4.680000000000000000e+02,4.940340980063957943e+01,1.119877394204000254e+01,1.129796328512913811e-01,1.953844010383972773e+03,4.183785509581697815e-01,3.055895872324246554e+01,1.594335280658654819e+00
4.690000000000000000e+02,4.945616305624629661e+01,1.120905156224146459e+01,1.126522542121177750e-01,1.955930336670181305e+03,4.201054201102453201e-01,3.065236090494276766e+01,1.597502477218863959e+00
4.700000000000000000e+02,4.950886010162332695e+01,1.121931823131989958e+01,1.123264876934920303e-01,1.958014439911037698e+03,4.218357738833857229e-01,3.074585292762340671e+01,1.600669418853667869e+00
4.710000000000000000e+02,4.956150111606991970e+01,1.122957398420717290e+01,1.120023220669840308e-01,1.960096327197605206e+03,4.235696120635218942e-01,3.083943469565789641e+01,1.603836106376228976e+00
4.720000000000000000e+02,4.961408627793410631e+01,1.123981885564982974e+01,1.116797462053316509e-01,1.962176005583327424e+03,4.253069344372657490e-01,3.093310611372439922e+01,1.607002540595392492e+00
4.730000000000000000e+02,4.966661576461978456e+01,1.125005288021047356e+01,1.113587490813221503e-01,1.964253482084312964e+03,4.270477407919095469e-01,3.102686708680422711e+01,1.610168722315723500e+00
4.740000000000000000e+02,4.971908975259370322e+01,1.126027609226913029e+01,1.110393197666884185e-01,1.966328763679601934e+03,4.287920309154191201e-01,3.112071752018014337e+01,1.613334652337536479e+00
4.750000000000000000e+02,4.977150841739235432e+01,1.127048852602458595e+01,1.107214474310198871e-01,1.968401857311447884e+03,4.305398045964321518e-01,3.121465731943483846e+01,1.616500331456927508e+00
4.760000000000000000e+02,4.982387193362883693e+01,1.128069021549572959e+01,1.104051213406872095e-01,1.970472769885583148e+03,4.322910616242537918e-01,3.130868639044926027e+01,1.619665760465802906e+00
4.770000000000000000e+02,4.987618047499965712e+01,1.129088119452287486e+01,1.100903308577810824e-01,1.972541508271490102e+03,4.340458017888536579e-01,3.140280463940116817e+01,1.622830940151914314e+00
4.780000000000000000e+02,4.992843421429142836e+01,1.130106149676906568e+01,1.097770654390651524e-01,1.974608079302667875e+03,4.358040248808625061e-01,3.149701197276349873e+01,1.625995871298886009e+00
4.790000000000000000e+02,4.998063332338753639e+01,1.131123115572137827e+01,1.094653146349419681e-01,1.976672489776891553e+03,4.375657306915678446e-01,3.159130829730282031e+01,1.629160554686245765e+00
4.800000000000000000e+02,5.003277797327474019e+01,1.132139020469219837e+01,1.091550680884329078e-01,1.978734746456477751e+03,4.393309190129117137e-01,3.168569352007782669e+01,1.632324991089454391e+00
4.810000000000000000e+02,5.008486833404970895e+01,1.133153867682050375e+01,1.088463155341706790e-01,1.980794856068538820e+03,4.410995896374858560e-01,3.178016754843780944e+01,1.635489181279937476e+00
4.820000000000000000e+02,5.013690457492549513e+01,1.134167660507312547e+01,1.085390467974051421e-01,1.982852825305244323e+03,4.428717423585307178e-01,3.187473029002116220e+01,1.638653126025112483e+00
4.830000000000000000e+02,5.018888686423792933e+01,1.135180402224598240e+01,1.082332517930221227e-01,1.984908660824067510e+03,4.446473769699282874e-01,3.196938165275379262e+01,1.641816826088417169e+00
4.840000000000000000e+02,5.024081536945200099e+01,1.136192096096534065e+01,1.079289205245740763e-01,1.986962369248043160e+03,4.464264932662034280e-01,3.206412154484780785e+01,1.644980282229342894e+00
4.850000000000000000e+02,5.029269025716813246e+01,1.137202745368902335e+01,1.076260430833241716e-01,1.989013957166013370e+03,4.482090910425163832e-01,3.215894987479983058e+01,1.648143495203457043e+00
4.860000000000000000e+02,5.034451169312841756e+01,1.138212353270762911e+01,1.073246096473016581e-01,1.991063431132872665e+03,4.499951700946614452e-01,3.225386655138967740e+01,1.651306465762435227e+00
4.870000000000000000e+02,5.039627984222281043e+01,1.139220923014574183e+01,1.070246104803698473e-01,1.993110797669816293e+03,4.517847302190642900e-01,3.234887148367884180e+01,1.654469194654089037e+00
4.880000000000000000e+02,5.044799486849525039e+01,1.140228457796311901e+01,1.067260359313057239e-01,1.995156063264580098e+03,4.535777712127778138e-01,3.244396458100909086e+01,1.657631682622393132e+00
4.890000000000000000e+02,5.049965693514969445e+01,1.141234960795587128e+01,1.064288764328914089e-01,1.997199234371679040e+03,4.553742928734777484e-01,3.253914575300092338e+01,1.660793930407511221e+00
4.900000000000000000e+02,5.055126620455616404e+01,1.142240435175763658e+01,1.061331225010169466e-01,1.999240317412647983e+03,4.571742949994626048e-01,3.263441490955230506e+01,1.663955938745827368e+00
4.910000000000000000e+02,5.060282283825667804e+01,1.143244884084073831e+01,1.058387647337947074e-01,2.001279318776274522e+03,4.589777773896475122e-01,3.272977196083710538e+01,1.667117708369968199e+00
4.920000000000000000e+02,5.065432699697115737e+01,1.144248310651733469e+01,1.055457938106845739e-01,2.003316244818834321e+03,4.607847398435626629e-01,3.282521681730378305e+01,1.670279240008833099e+00
4.930000000000000000e+02,5.070577884060327989e+01,1.145250717994055911e+01,1.052542004916305479e-01,2.005351101864319162e+03,4.625951821613496495e-01,3.292074938967396491e+01,1.673440534387620415e+00
4.940000000000000000e+02,5.075717852824623577e+01,1.146252109210564463e+01,1.049639756162081272e-01,2.007383896204670691e+03,4.644091041437580780e-01,3.301636958894099649e+01,1.676601592227849880e+00
4.950000000000000000e+02,5.080852621818851844e+01,1.147252487385105013e+01,1.046751101027820485e-01,2.009414634100002559e+03,4.662265055921434587e-01,3.311207732636869849e+01,1.679762414247395252e+00
4.960000000000000000e+02,5.085982206791958049e+01,1.148251855585955816e+01,1.043875949476750914e-01,2.011443321778830068e+03,4.680473863084635422e-01,3.320787251348988178e+01,1.682923001160503862e+00
4.970000000000000000e+02,5.091106623413547538e+01,1.149250216865937979e+01,1.041014212243469433e-01,2.013469965438287318e+03,4.698717460952750447e-01,3.330375506210506131e+01,1.686083353677826802e+00
4.980000000000000000e+02,5.096225887274443522e+01,1.150247574262523997e+01,1.038165800825834595e-01,2.015494571244353665e+03,4.716995847557303168e-01,3.339972488428104214e+01,1.689243472506440247e+00
4.990000000000000000e+02,5.101340013887241298e+01,1.151243930797945580e+01,1.035330627476957893e-01,2.017517145332070413e+03,4.735309020935763447e-01,3.349578189234965464e+01,1.692403358349873654e+00
5.000000000000000000e+02,5.106449018686858210e+01,1.152239289479300943e+01,1.032508605197297313e-01,2.019537693805755680e+03,4.753656979131491989e-01,3.359192599890641162e+01,1.695563011908134410e+00
5.010000000000000000e+02,5.111552917031072951e+01,1.153233653298659611e+01,1.029699647726849548e-01,2.021556222739223131e+03,4.772039720193725354e-01,3.368815711680910141e+01,1.698722433877729365e+00
5.020000000000000000e+02,5.116651724201069129e+01,1.154227025233169002e+01,1.026903669537432701e-01,2.023572738175992072e+03,4.790457242177549313e-01,3.378447515917664390e+01,1.701881624951694594e+00
5.030000000000000000e+02,5.121745455401963198e+01,1.155219408245156032e+01,1.024120585825075563e-01,2.025587246129497998e+03,4.808909543143843890e-01,3.388088003938756287e+01,1.705040585819612264e+00
5.040000000000000000e+02,5.126834125763340921e+01,1.156210805282233167e+01,1.021350312502485869e-01,2.027599752583307691e+03,4.827396621159309453e-01,3.397737167107898415e+01,1.708199317167643061e+00
5.050000000000000000e+02,5.131917750339775353e+01,1.157201219277398074e+01,1.018592766191626642e-01,2.029610263491317255e+03,4.845918474296370682e-01,3.407394996814507238e+01,1.711357819678543724e+00
5.060000000000000000e+02,5.136996344111347668e+01,1.158190653149135763e+01,1.015847864216373186e-01,2.031618784777965857e+03,4.864475100633195992e-01,3.417061484473592969e+01,1.714516094031692806e+00
5.070000000000000000e+02,5.142069921984166569e+01,1.159179109801519658e+01,1.013115524595261940e-01,2.033625322338434671e+03,4.883066498253650911e-01,3.426736621525626703e+01,1.717674140903114433e+00
5.080000000000000000e+02,5.147138498790871353e+01,1.160166592124309481e+01,1.010395666034334117e-01,2.035629882038851065e+03,4.901692665247273095e-01,3.436420399436416773e+01,1.720831960965499841e+00
5.090000000000000000e+02,5.152202089291145626e+01,1.161153102993051434e+01,1.007688207920056228e-01,2.037632469716487549e+03,4.920353599709246795e-01,3.446112809696984414e+01,1.723989554888233355e+00
5.100000000000000000e+02,5.157260708172211139e+01,1.162138645269174120e+01,1.004993070312340253e-01,2.039633091179959365e+03,4.939049299740363441e-01,3.455813843823435150e+01,1.727146923337410822e+00
5.110000000000000000e+02,5.162314370049332268e+01,1.163123221800087492e+01,1.002310173937632914e-01,2.041631752209423439e+03,4.957779763447013877e-01,3.465523493356843687e+01,1.730304066975865807e+00
5.120000000000000000e+02,5.167363089466302739e+01,1.164106835419277353e+01,9.996394401821029341e-02,2.043628458556771648e+03,4.976544988941145053e-01,3.475241749863125307e+01,1.733460986463191356e+00
5.130000000000000000e+02,5.172406880895935899e+01,1.165089488946400031e+01,9.969807910849058652e-02,2.045623215945822494e+03,4.995344974340233390e-01,3.484968604932914360e+01,1.736617682455759093e+00
5.140000000000000000e+02,5.177445758740551440e+01,1.166071185187379022e+01,9.943341493315237256e-02,2.047616030072517333e+03,5.014179717767276445e-01,3.494704050181453425e+01,1.739774155606746531e+00
5.150000000000000000e+02,5.182479737332450043e+01,1.167051926934495576e+01,9.916994382471983061e-02,2.049606906605102722e+03,5.033049217350735738e-01,3.504448077248457594e+01,1.742930406566153279e+00
5.160000000000000000e+02,5.187508830934392989e+01,1.168031716966483380e+01,9.890765817904310919e-02,2.051595851184326875e+03,5.051953471224535086e-01,3.514200677798007177e+01,1.746086435980825469e+00
5.170000000000000000e+02,5.192533053740073257e+01,1.169010558048619863e+01,9.864655045465681171e-02,2.053582869423619741e+03,5.070892477528030629e-01,3.523961843518431181e+01,1.749242244494478626e+00
5.180000000000000000e+02,5.197552419874580210e+01,1.169988452932816614e+01,9.838661317214628110e-02,2.055567966909280585e+03,5.089866234405967527e-01,3.533731566122178691e+01,1.752397832747714990e+00
5.190000000000000000e+02,5.202566943394866428e+01,1.170965404357710860e+01,9.812783891352071242e-02,2.057551149200660348e+03,5.108874740008472193e-01,3.543509837345713009e+01,1.755553201378047712e+00
5.200000000000000000e+02,5.207576638290203874e+01,1.171941415048753754e+01,9.787022032159482798e-02,2.059532421830343992e+03,5.127917992491020094e-01,3.553296648949389436e+01,1.758708351019919736e+00
5.210000000000000000e+02,5.212581518482640774e+01,1.172916487718299727e+01,9.761375009937703351e-02,2.061511790304331043e+03,5.146995990014410216e-01,3.563091992717346557e+01,1.761863282304725997e+00
5.220000000000000000e+02,5.217581597827454232e+01,1.173890625065694415e+01,9.735842100946527633e-02,2.063489260102211119e+03,5.166108730744737310e-01,3.572895860457385453e+01,1.765017995860833189e+00
5.230000000000000000e+02,5.222576890113595027e+01,1.174863829777361701e+01,9.710422587345014789e-02,2.065464836677346284e+03,5.185256212853374125e-01,3.582708244000861697e+01,1.768172492313599742e+00
5.240000000000000000e+02,5.227567409064132420e+01,1.175836104526889869e+01,9.685115757132484182e-02,2.067438525457040214e+03,5.204438434516931444e-01,3.592529135202567403e+01,1.771326772285395368e+00
5.250000000000000000e+02,5.232553168336694682e+01,1.176807451975117935e+01,9.659920904090225913e-02,2.069410331842716914e+03,5.223655393917245870e-01,3.602358525940623224e+01,1.774480836395623484e+00
5.260000000000000000e+02,5.237534181523903953e+01,1.177777874770219846e+01,9.634837327723892730e-02,2.071380261210091703e+03,5.242907089241357621e-01,3.612196408116368218e+01,1.777634685260737646e+00
5.270000000000000000e+02,5.242510462153811091e+01,1.178747375547790099e+01,9.609864333206562248e-02,2.073348318909341742e+03,5.262193518681470561e-01,3.622042773654246162e+01,1.780788319494264860e+00
5.280000000000000000e+02,5.247482023690320574e+01,1.179715956930925280e+01,9.585001231322513859e-02,2.075314510265275203e+03,5.281514680434944431e-01,3.631897614501698257e+01,1.783941739706821794e+00
5.290000000000000000e+02,5.252448879533618253e+01,1.180683621530308258e+01,9.560247338411613505e-02,2.077278840577500432e+03,5.300870572704255990e-01,3.641760922629052288e+01,1.787094946506135651e+00
5.300000000000000000e+02,5.257411043020590569e+01,1.181650371944289546e+01,9.535601976314383998e-02,2.079241315120591480e+03,5.320261193696976809e-01,3.651632690029411066e+01,1.790247940497061485e+00
5.310000000000000000e+02,5.262368527425245901e+01,1.182616210758969721e+01,9.511064472317681817e-02,2.081201939144256357e+03,5.339686541625772165e-01,3.661512908718557924e+01,1.793400722281605297e+00
5.320000000000000000e+02,5.267321345959125267e+01,1.183581140548279009e+01,9.486634159101073327e-02,2.083160717873495742e+03,5.359146614708342193e-01,3.671401570734836639e+01,1.796553292458938689e+00
5.330000000000000000e+02,5.272269511771713724e+01,1.184545163874057572e+01,9.462310374683784164e-02,2.085117656508768960e+03,5.378641411167414121e-01,3.681298668139046271e+01,1.799705651625417957e+00
5.340000000000000000e+02,5.277213037950850349e+01,1.185508283286135622e+01,9.438092462372264790e-02,2.087072760226155879e+03,5.398170929230733384e-01,3.691204193014345236e+01,1.802857800374605413e+00
5.350000000000000000e+02,5.282151937523128282e+01,1.186470501322411053e+01,9.413979770708409689e-02,2.089026034177512884e+03,5.417735167131011442e-01,3.701118137466137625e+01,1.806009739297284478e+00
5.360000000000000000e+02,5.287086223454298306e+01,1.187431820508928126e+01,9.389971653418333064e-02,2.090977483490636587e+03,5.437334123105930228e-01,3.711040493621975145e+01,1.809161468981479892e+00
5.370000000000000000e+02,5.292015908649663913e+01,1.188392243359954570e+01,9.366067469361766262e-02,2.092927113269412985e+03,5.456967795398087739e-01,3.720971253631444142e+01,1.812312990012474145e+00
5.380000000000000000e+02,5.296941005954477077e+01,1.189351772378058669e+01,9.342266582482017245e-02,2.094874928593982531e+03,5.476636182255014695e-01,3.730910409666079630e+01,1.815464302972827904e+00
5.390000000000000000e+02,5.301861528154325498e+01,1.190310410054184587e+01,9.318568361756537910e-02,2.096820934520887477e+03,5.496339281929110143e-01,3.740857953919244494e+01,1.818615408442393555e+00
