U,d,h,j,Isp,nu_t,T,m_a
6.850000000000000000e+02,5.976945337311838813e+01,1.321833193148407304e+01,6.702941809764169367e-02,2.363808266438314604e+03,6.500000000000000222e-01,5.279459292979945673e+01,2.276712495646535661e+00
6.860000000000000000e+02,5.981306480057231312e+01,1.322682850070354554e+01,6.689451955244686554e-02,2.365533044680525109e+03,6.500000000000000222e-01,5.290565053654772498e+01,2.279838232062425973e+00
6.870000000000000000e+02,5.985664445283875779e+01,1.323531887934188767e+01,6.676008097346509962e-02,2.367256566253205619e+03,6.500000000000000222e-01,5.301678242789444795e+01,2.282963824371051054e+00
6.880000000000000000e+02,5.990019239927065087e+01,1.324380308091073921e+01,6.662610014563290217e-02,2.368978833899181154e+03,6.500000000000000222e-01,5.312798854975540763e+01,2.286089272886939749e+00
6.890000000000000000e+02,5.994370870896904790e+01,1.325228111887267168e+01,6.649257486767538861e-02,2.370699850351311397e+03,6.500000000000000222e-01,5.323926884816440719e+01,2.289214577923482263e+00
6.900000000000000000e+02,5.998719345078431786e+01,1.326075300664141388e+01,6.635950295200120086e-02,2.372419618332544360e+03,6.500000000000000222e-01,5.335062326927268117e+01,2.292339739792927489e+00
6.910000000000000000e+02,6.003064669331749315e+01,1.326921875758212188e+01,6.622688222459806318e-02,2.374138140555965947e+03,6.500000000000000222e-01,5.346205175934867526e+01,2.295464758806398109e+00
6.920000000000000000e+02,6.007406850492149175e+01,1.327767838501160824e+01,6.609471052492943421e-02,2.375855419724849980e+03,6.500000000000000222e-01,5.357355426477744231e+01,2.298589635273887488e+00
6.930000000000000000e+02,6.011745895370237491e+01,1.328613190219859419e+01,6.596298570583213061e-02,2.377571458532707766e+03,6.500000000000000222e-01,5.368513073206031549e+01,2.301714369504271218e+00
6.940000000000000000e+02,6.016081810752060477e+01,1.329457932236395301e+01,6.583170563341461667e-02,2.379286259663337205e+03,6.500000000000000222e-01,5.379678110781448908e+01,2.304838961805312003e+00
6.950000000000000000e+02,6.020414603399228781e+01,1.330302065868094807e+01,6.570086818695657083e-02,2.380999825790871455e+03,6.500000000000000222e-01,5.390850533877254946e+01,2.307963412483662768e+00
6.960000000000000000e+02,6.024744280049036860e+01,1.331145592427547619e+01,6.557047125880906269e-02,2.382712159579826675e+03,6.500000000000000222e-01,5.402030337178208441e+01,2.311087721844873766e+00
6.970000000000000000e+02,6.029070847414590162e+01,1.331988513222629855e+01,6.544051275429584036e-02,2.384423263685155234e+03,6.500000000000000222e-01,5.413217515380533484e+01,2.314211890193399679e+00
6.980000000000000000e+02,6.033394312184923081e+01,1.332830829556528585e+01,6.531099059161526998e-02,2.386133140752286636e+03,6.500000000000000222e-01,5.424412063191865485e+01,2.317335917832601844e+00
6.990000000000000000e+02,6.037714681025120456e+01,1.333672542727765098e+01,6.518190270174335776e-02,2.387841793417179815e+03,6.500000000000000222e-01,5.435613975331219905e+01,2.320459805064756242e+00
7.000000000000000000e+02,6.042031960576439076e+01,1.334513654030217644e+01,6.505324702833754913e-02,2.389549224306370888e+03,6.500000000000000222e-01,5.446823246528950335e+01,2.323583552191057944e+00
7.010000000000000000e+02,6.046346157456424208e+01,1.335354164753145767e+01,6.492502152764137446e-02,2.391255436037016807e+03,6.500000000000000222e-01,5.458039871526704445e+01,2.326707159511626877e+00
7.020000000000000000e+02,6.050657278259028971e+01,1.336194076181212154e+01,6.479722416839002463e-02,2.392960431216945381e+03,6.500000000000000222e-01,5.469263845077386321e+01,2.329830627325512715e+00
7.030000000000000000e+02,6.054965329554732989e+01,1.337033389594506438e+01,6.466985293171663429e-02,2.394664212444699388e+03,6.500000000000000222e-01,5.480495161945115967e+01,2.332953955930701095e+00
7.040000000000000000e+02,6.059270317890658220e+01,1.337872106268567585e+01,6.454290581105950886e-02,2.396366782309585687e+03,6.500000000000000222e-01,5.491733816905192356e+01,2.336077145624118501e+00
7.050000000000000000e+02,6.063572249790683344e+01,1.338710227474405912e+01,6.441638081207019806e-02,2.398068143391718422e+03,6.500000000000000222e-01,5.502979804744041559e+01,2.339200196701634926e+00
7.060000000000000000e+02,6.067871131755563852e+01,1.339547754478527430e+01,6.429027595252211069e-02,2.399768298262064945e+03,6.500000000000000222e-01,5.514233120259196852e+01,2.342323109458075425e+00
7.070000000000000000e+02,6.072166970263041463e+01,1.340384688542954095e+01,6.416458926222042003e-02,2.401467249482493571e+03,6.500000000000000222e-01,5.525493758259242583e+01,2.345445884187218777e+00
7.080000000000000000e+02,6.076459771767960660e+01,1.341221030925246893e+01,6.403931878291234392e-02,2.403164999605814501e+03,6.500000000000000222e-01,5.536761713563781484e+01,2.348568521181805924e+00
7.090000000000000000e+02,6.080749542702383081e+01,1.342056782878528054e+01,6.391446256819831306e-02,2.404861551175830755e+03,6.500000000000000222e-01,5.548036981003401280e+01,2.351691020733544413e+00
7.100000000000000000e+02,6.085036289475694815e+01,1.342891945651502539e+01,6.379001868344416626e-02,2.406556906727373644e+03,6.500000000000000222e-01,5.559319555419620684e+01,2.354813383133113724e+00
7.110000000000000000e+02,6.089320018474725060e+01,1.343726520488480247e+01,6.366598520569370645e-02,2.408251068786355972e+03,6.500000000000000222e-01,5.570609431664868083e+01,2.357935608670170158e+00
7.120000000000000000e+02,6.093600736063852708e+01,1.344560508629397155e+01,6.354236022358240865e-02,2.409944039869812968e+03,6.500000000000000222e-01,5.581906604602436062e+01,2.361057697633352159e+00
7.130000000000000000e+02,6.097878448585115763e+01,1.345393911309837165e+01,6.341914183725162746e-02,2.411635822485940480e+03,6.500000000000000222e-01,5.593211069106435218e+01,2.364179650310284320e+00
7.140000000000000000e+02,6.102153162358325744e+01,1.346226729761053598e+01,6.329632815826369274e-02,2.413326419134147272e+03,6.500000000000000222e-01,5.604522820061773558e+01,2.367301466987584480e+00
7.150000000000000000e+02,6.106424883681171423e+01,1.347058965209989445e+01,6.317391730951768536e-02,2.415015832305090044e+03,6.500000000000000222e-01,5.615841852364096809e+01,2.370423147950864617e+00
7.160000000000000000e+02,6.110693618829331086e+01,1.347890618879300106e+01,6.305190742516596225e-02,2.416704064480724355e+03,6.500000000000000222e-01,5.627168160919777762e+01,2.373544693484741952e+00
7.170000000000000000e+02,6.114959374056576991e+01,1.348721691987372928e+01,6.293029665053140320e-02,2.418391118134338740e+03,6.500000000000000222e-01,5.638501740645851612e+01,2.376666103872837610e+00
7.180000000000000000e+02,6.119222155594884072e+01,1.349552185748348343e+01,6.280908314202550413e-02,2.420076995730602903e+03,6.500000000000000222e-01,5.649842586469995354e+01,2.379787379397785063e+00
7.190000000000000000e+02,6.123481969654535817e+01,1.350382101372141008e+01,6.268826506706687285e-02,2.421761699725607741e+03,6.500000000000000222e-01,5.661190693330487989e+01,2.382908520341233682e+00
7.200000000000000000e+02,6.127738822424230136e+01,1.351211440064460234e+01,6.256784060400072400e-02,2.423445232566907180e+03,6.500000000000000222e-01,5.672546056176169316e+01,2.386029526983854065e+00
7.210000000000000000e+02,6.131992720071183101e+01,1.352040203026829879e+01,6.244780794201907487e-02,2.425127596693559099e+03,6.500000000000000222e-01,5.683908669966409377e+01,2.389150399605343367e+00
7.220000000000000000e+02,6.136243668741234103e+01,1.352868391456609487e+01,6.232816528108135051e-02,2.426808794536165806e+03,6.500000000000000222e-01,5.695278529671062984e+01,2.392271138484427517e+00
7.230000000000000000e+02,6.140491674558950308e+01,1.353696006547014008e+01,6.220891083183593961e-02,2.428488828516920421e+03,6.500000000000000222e-01,5.706655630270448398e+01,2.395391743898870107e+00
7.240000000000000000e+02,6.144736743627726128e+01,1.354523049487133335e+01,6.209004281554245802e-02,2.430167701049638708e+03,6.500000000000000222e-01,5.718039966755291204e+01,2.398512216125471497e+00
7.250000000000000000e+02,6.148978882029891224e+01,1.355349521461953621e+01,6.197155946399436621e-02,2.431845414539808644e+03,6.500000000000000222e-01,5.729431534126706538e+01,2.401632555440079475e+00
7.260000000000000000e+02,6.153218095826806433e+01,1.356175423652375756e+01,6.185345901944259289e-02,2.433521971384621793e+03,6.500000000000000222e-01,5.740830327396152200e+01,2.404752762117589704e+00
7.270000000000000000e+02,6.157454391058967502e+01,1.357000757235235611e+01,6.173573973451968594e-02,2.435197373973021968e+03,6.500000000000000222e-01,5.752236341585397383e+01,2.407872836431950603e+00
7.280000000000000000e+02,6.161687773746107410e+01,1.357825523383323763e+01,6.161839987216450459e-02,2.436871624685737061e+03,6.500000000000000222e-01,5.763649571726485732e+01,2.410992778656171343e+00
7.290000000000000000e+02,6.165918249887290870e+01,1.358649723265404319e+01,6.150143770554785533e-02,2.438544725895326337e+03,6.500000000000000222e-01,5.775070012861699809e+01,2.414112589062320513e+00
7.300000000000000000e+02,6.170145825461020195e+01,1.359473358046235347e+01,6.138485151799830120e-02,2.440216679966210449e+03,6.500000000000000222e-01,5.786497660043529123e+01,2.417232267921537670e+00
7.310000000000000000e+02,6.174370506425326965e+01,1.360296428886586639e+01,6.126863960292917854e-02,2.441887489254719640e+03,6.500000000000000222e-01,5.797932508334632473e+01,2.420351815504031556e+00
7.320000000000000000e+02,6.178592298717875764e+01,1.361118936943259961e+01,6.115280026376573169e-02,2.443557156109126936e+03,6.500000000000000222e-01,5.809374552807800285e+01,2.423471232079088100e+00
7.330000000000000000e+02,6.182811208256057967e+01,1.361940883369107347e+01,6.103733181387314272e-02,2.445225682869687262e+03,6.500000000000000222e-01,5.820823788545929034e+01,2.426590517915073519e+00
7.340000000000000000e+02,6.187027240937091221e+01,1.362762269313050645e+01,6.092223257648507473e-02,2.446893071868676998e+03,6.500000000000000222e-01,5.832280210641972218e+01,2.429709673279439208e+00
7.350000000000000000e+02,6.191240402638111817e+01,1.363583095920099275e+01,6.080750088463295761e-02,2.448559325430433546e+03,6.500000000000000222e-01,5.843743814198924014e+01,2.432828698438725734e+00
7.360000000000000000e+02,6.195450699216274870e+01,1.364403364331369950e+01,6.069313508107561372e-02,2.450224445871386251e+03,6.500000000000000222e-01,5.855214594329770250e+01,2.435947593658568167e+00
7.370000000000000000e+02,6.199658136508845274e+01,1.365223075684103726e+01,6.057913351822984127e-02,2.451888435500103697e+03,6.500000000000000222e-01,5.866692546157461408e+01,2.439066359203698298e+00
7.380000000000000000e+02,6.203862720333294334e+01,1.366042231111686434e+01,6.046549455810118490e-02,2.453551296617324169e+03,6.500000000000000222e-01,5.878177664814879932e+01,2.442184995337951747e+00
7.390000000000000000e+02,6.208064456487393556e+01,1.366860831743664839e+01,6.035221657221561536e-02,2.455213031515993407e+03,6.500000000000000222e-01,5.889669945444797605e+01,2.445303502324268408e+00
7.400000000000000000e+02,6.212263350749307733e+01,1.367678878705766365e+01,6.023929794155163941e-02,2.456873642481305978e+03,6.500000000000000222e-01,5.901169383199857066e+01,2.448421880424701769e+00
7.410000000000000000e+02,6.216459408877685888e+01,1.368496373119916498e+01,6.012673705647297862e-02,2.458533131790736206e+03,6.500000000000000222e-01,5.912675973242522076e+01,2.451540129900417586e+00
7.420000000000000000e+02,6.220652636611756492e+01,1.369313316104256728e+01,6.001453231666189353e-02,2.460191501714077731e+03,6.500000000000000222e-01,5.924189710745059045e+01,2.454658251011703207e+00
7.430000000000000000e+02,6.224843039671417699e+01,1.370129708773162491e+01,5.990268213105299361e-02,2.461848754513480344e+03,6.500000000000000222e-01,5.935710590889495109e+01,2.457776244017968459e+00
7.440000000000000000e+02,6.229030623757326879e+01,1.370945552237260934e+01,5.979118491776760913e-02,2.463504892443482731e+03,6.500000000000000222e-01,5.947238608867582599e+01,2.460894109177749201e+00
7.450000000000000000e+02,6.233215394550992983e+01,1.371760847603448497e+01,5.968003910404881540e-02,2.465159917751054309e+03,6.500000000000000222e-01,5.958773759880781995e+01,2.464011846748715318e+00
7.460000000000000000e+02,6.237397357714865365e+01,1.372575595974908325e+01,5.956924312619685247e-02,2.466813832675621143e+03,6.500000000000000222e-01,5.970316039140203657e+01,2.467129456987669833e+00
7.470000000000000000e+02,6.241576518892424730e+01,1.373389798451128208e+01,5.945879542950512769e-02,2.468466639449112336e+03,6.500000000000000222e-01,5.981865441866603561e+01,2.470246940150556902e+00
7.480000000000000000e+02,6.245752883708270531e+01,1.374203456127916922e+01,5.934869446819691918e-02,2.470118340295986400e+03,6.500000000000000222e-01,5.993421963290329302e+01,2.473364296492464476e+00
7.490000000000000000e+02,6.249926457768209076e+01,1.375016570097422530e+01,5.923893870536231510e-02,2.471768937433270821e+03,6.500000000000000222e-01,6.004985598651302325e+01,2.476481526267627853e+00
7.500000000000000000e+02,6.254097246659342346e+01,1.375829141448148363e+01,5.912952661289595097e-02,2.473418433070596620e+03,6.500000000000000222e-01,6.016556343198976009e+01,2.479598629729433235e+00
7.510000000000000000e+02,6.258265255950155392e+01,1.376641171264971319e+01,5.902045667143506619e-02,2.475066829410230184e+03,6.500000000000000222e-01,6.028134192192311502e+01,2.482715607130424829e+00
7.520000000000000000e+02,6.262430491190601600e+01,1.377452660629157499e+01,5.891172737029825440e-02,2.476714128647110101e+03,6.500000000000000222e-01,6.039719140899740069e+01,2.485832458722303961e+00
7.530000000000000000e+02,6.266592957912190798e+01,1.378263610618379964e+01,5.880333720742452613e-02,2.478360332968880812e+03,6.500000000000000222e-01,6.051311184599134663e+01,2.488949184755936628e+00
7.540000000000000000e+02,6.270752661628072389e+01,1.379074022306734371e+01,5.869528468931307918e-02,2.480005444555923987e+03,6.500000000000000222e-01,6.062910318577775115e+01,2.492065785481354823e+00
7.550000000000000000e+02,6.274909607833124170e+01,1.379883896764757267e+01,5.858756833096336047e-02,2.481649465581396271e+03,6.500000000000000222e-01,6.074516538132326104e+01,2.495182261147764979e+00
7.560000000000000000e+02,6.279063802004033334e+01,1.380693235059440305e+01,5.848018665581587033e-02,2.483292398211260206e+03,6.500000000000000222e-01,6.086129838568793815e+01,2.498298612003544861e+00
7.570000000000000000e+02,6.283215249599383156e+01,1.381502038254249065e+01,5.837313819569316803e-02,2.484934244604319701e+03,6.500000000000000222e-01,6.097750215202507462e+01,2.501414838296254217e+00
7.580000000000000000e+02,6.287363956059736125e+01,1.382310307409137451e+01,5.826642149074164057e-02,2.486575006912247318e+03,6.500000000000000222e-01,6.109377663358073107e+01,2.504530940272633011e+00
7.590000000000000000e+02,6.291509926807716369e+01,1.383118043580565093e+01,5.816003508937352129e-02,2.488214687279625650e+03,6.500000000000000222e-01,6.121012178369361578e+01,2.507646918178610296e+00
7.600000000000000000e+02,6.295653167248092075e+01,1.383925247821512272e+01,5.805397754820965789e-02,2.489853287843975068e+03,6.500000000000000222e-01,6.132653755579460864e+01,2.510762772259302000e+00
7.610000000000000000e+02,6.299793682767859337e+01,1.384731921181497327e+01,5.794824743202237755e-02,2.491490810735784180e+03,6.500000000000000222e-01,6.144302390340657638e+01,2.513878502759021139e+00
7.620000000000000000e+02,6.303931478736323157e+01,1.385538064706591754e+01,5.784284331367914311e-02,2.493127258078548493e+03,6.500000000000000222e-01,6.155958078014400314e+01,2.516994109921276923e+00
7.630000000000000000e+02,6.308066560505177023e+01,1.386343679439435839e+01,5.773776377408659094e-02,2.494762631988795874e+03,6.500000000000000222e-01,6.167620813971269911e+01,2.520109593988779206e+00
7.640000000000000000e+02,6.312198933408588175e+01,1.387148766419255530e+01,5.763300740213481849e-02,2.496396934576124295e+03,6.500000000000000222e-01,6.179290593590960157e+01,2.523224955203446029e+00
7.650000000000000000e+02,6.316328602763270794e+01,1.387953326681876298e+01,5.752857279464259482e-02,2.498030167943228207e+03,6.500000000000000222e-01,6.190967412262227043e+01,2.526340193806399625e+00
7.660000000000000000e+02,6.320455573868572685e+01,1.388757361259740186e+01,5.742445855630243928e-02,2.499662334185935833e+03,6.500000000000000222e-01,6.202651265382879586e+01,2.529455310037977966e+00
7.670000000000000000e+02,6.324579852006550595e+01,1.389560871181920909e+01,5.732066329962659523e-02,2.501293435393233722e+03,6.500000000000000222e-01,6.214342148359737905e+01,2.532570304137732986e+00
7.680000000000000000e+02,6.328701442442051217e+01,1.390363857474138420e+01,5.721718564489325365e-02,2.502923473647304036e+03,6.500000000000000222e-01,6.226040056608606932e+01,2.535685176344436798e+00
7.690000000000000000e+02,6.332820350422787214e+01,1.391166321158775609e+01,5.711402422009322077e-02,2.504552451023554113e+03,6.500000000000000222e-01,6.237744985554255095e+01,2.538799926896084802e+00
7.700000000000000000e+02,6.336936581179417516e+01,1.391968263254892157e+01,5.701117766087705763e-02,2.506180369590644204e+03,6.500000000000000222e-01,6.249456930630369556e+01,2.541914556029897909e+00
7.710000000000000000e+02,6.341050139925624762e+01,1.392769684778240347e+01,5.690864461050267054e-02,2.507807231410521126e+03,6.500000000000000222e-01,6.261175887279541286e+01,2.545029063982328310e+00
7.720000000000000000e+02,6.345161031858189205e+01,1.393570586741279804e+01,5.680642371978324168e-02,2.509433038538447363e+03,6.500000000000000222e-01,6.272901850953225988e+01,2.548143450989060810e+00
7.730000000000000000e+02,6.349269262157068994e+01,1.394370970153192779e+01,5.670451364703565228e-02,2.511057793023034264e+03,6.500000000000000222e-01,6.284634817111725624e+01,2.551257717285017712e+00
7.740000000000000000e+02,6.353374835985475499e+01,1.395170836019898530e+01,5.660291305802929440e-02,2.512681496906266602e+03,6.500000000000000222e-01,6.296374781224150752e+01,2.554371863104361484e+00
7.750000000000000000e+02,6.357477758489947206e+01,1.395970185344068426e+01,5.650162062593531292e-02,2.514304152223537130e+03,6.500000000000000222e-01,6.308121738768395659e+01,2.557485888680499642e+00
7.760000000000000000e+02,6.361578034800427162e+01,1.396769019125140154e+01,5.640063503127626388e-02,2.515925761003675689e+03,6.500000000000000222e-01,6.319875685231112783e+01,2.560599794246084748e+00
7.770000000000000000e+02,6.365675670030335453e+01,1.397567338359332823e+01,5.629995496187614051e-02,2.517546325268976489e+03,6.500000000000000222e-01,6.331636616107675763e+01,2.563713580033021966e+00
7.780000000000000000e+02,6.369770669276646657e+01,1.398365144039661168e+01,5.619957911281083657e-02,2.519165847035231309e+03,6.500000000000000222e-01,6.343404526902163809e+01,2.566827246272469498e+00
7.790000000000000000e+02,6.373863037619960892e+01,1.399162437155950123e+01,5.609950618635895642e-02,2.520784328311754052e+03,6.500000000000000222e-01,6.355179413127324040e+01,2.569940793194844364e+00
7.800000000000000000e+02,6.377952780124579135e+01,1.399959218694848850e+01,5.599973489195315263e-02,2.522401771101412578e+03,6.500000000000000222e-01,6.366961270304543064e+01,2.573054221029822397e+00
7.810000000000000000e+02,6.382039901838576412e+01,1.400755489639845486e+01,5.590026394613161614e-02,2.524018177400659624e+03,6.500000000000000222e-01,6.378750093963833478e+01,2.576167530006345352e+00
7.820000000000000000e+02,6.386124407793872848e+01,1.401551250971280638e+01,5.580109207249026732e-02,2.525633549199557365e+03,6.500000000000000222e-01,6.390545879643783422e+01,2.579280720352620904e+00
7.830000000000000000e+02,6.390206303006307564e+01,1.402346503666362132e+01,5.570221800163500242e-02,2.527247888481807877e+03,6.500000000000000222e-01,6.402348622891550178e+01,2.582393792296128865e+00
7.840000000000000000e+02,6.394285592475709024e+01,1.403141248699178334e+01,5.560364047113464103e-02,2.528861197224782245e+03,6.500000000000000222e-01,6.414158319262818964e+01,2.585506746063620742e+00
7.850000000000000000e+02,6.398362281185969636e+01,1.403935487040713248e+01,5.550535822547388726e-02,2.530473477399548756e+03,6.500000000000000222e-01,6.425974964321785876e+01,2.588619581881128173e+00
7.860000000000000000e+02,6.402436374105111838e+01,1.404729219658858419e+01,5.540737001600708894e-02,2.532084730970899273e+03,6.500000000000000222e-01,6.437798553641121657e+01,2.591732299973960707e+00
7.870000000000000000e+02,6.406507876185365546e+01,1.405522447518429274e+01,5.530967460091191362e-02,2.533694959897377430e+03,6.500000000000000222e-01,6.449629082801951085e+01,2.594844900566714241e+00
7.880000000000000000e+02,6.410576792363228549e+01,1.406315171581175605e+01,5.521227074514389183e-02,2.535304166131310012e+03,6.500000000000000222e-01,6.461466547393821713e+01,2.597957383883267468e+00
7.890000000000000000e+02,6.414643127559546087e+01,1.407107392805798263e+01,5.511515722039079385e-02,2.536912351618830598e+03,6.500000000000000222e-01,6.473310943014681129e+01,2.601069750146791648e+00
7.900000000000000000e+02,6.418706886679575518e+01,1.407899112147960885e+01,5.501833280502775592e-02,2.538519518299905940e+03,6.500000000000000222e-01,6.485162265270845694e+01,2.604181999579751050e+00
7.910000000000000000e+02,6.422768074613055944e+01,1.408690330560303750e+01,5.492179628407261455e-02,2.540125668108369609e+03,6.500000000000000222e-01,6.497020509776980646e+01,2.607294132403905618e+00
7.920000000000000000e+02,6.426826696234277847e+01,1.409481048992457630e+01,5.482554644914158781e-02,2.541730802971942921e+03,6.500000000000000222e-01,6.508885672156071678e+01,2.610406148840315410e+00
7.930000000000000000e+02,6.430882756402148459e+01,1.410271268391056054e+01,5.472958209840535909e-02,2.543334924812263580e+03,6.500000000000000222e-01,6.520757748039387991e+01,2.613518049109341490e+00
7.940000000000000000e+02,6.434936259960264238e+01,1.411060989699749513e+01,5.463390203654546612e-02,2.544938035544913873e+03,6.500000000000000222e-01,6.532636733066472345e+01,2.616629833430651253e+00
7.950000000000000000e+02,6.438987211736973393e+01,1.411850213859218250e+01,5.453850507471103698e-02,2.546540137079447959e+03,6.500000000000000222e-01,6.544522622885108376e+01,2.619741502023221091e+00
7.960000000000000000e+02,6.443035616545448363e+01,1.412638941807185411e+01,5.444339003047583836e-02,2.548141231319413691e+03,6.500000000000000222e-01,6.556415413151290750e+01,2.622853055105339060e+00
7.970000000000000000e+02,6.447081479183745500e+01,1.413427174478429471e+01,5.434855572779584421e-02,2.549741320162384454e+03,6.500000000000000222e-01,6.568315099529201007e+01,2.625964492894606206e+00
7.980000000000000000e+02,6.451124804434880389e+01,1.414214912804798274e+01,5.425400099696676276e-02,2.551340405499985081e+03,6.500000000000000222e-01,6.580221677691190507e+01,2.629075815607943678e+00
7.990000000000000000e+02,6.455165597066884686e+01,1.415002157715220577e+01,5.415972467458234768e-02,2.552938489217910501e+03,6.500000000000000222e-01,6.592135143317737800e+01,2.632187023461590947e+00
